,PROPERTY_ID,DATE,WiFi Occupants,Workpoint Capacity
10715,TWNAKANG,2014-11-10,0,272
10716,AUBALLAR,2014-11-10,0,336
10717,AUBALLAR,2014-11-07,0,336
10718,CNZGCDBW,2014-11-07,0,2833
10719,TWNAKANG,2014-11-07,0,272
10720,TWNAKANG,2014-11-06,0,272
10721,AUBALLAR,2014-11-06,0,336
10722,CNZGCDBW,2014-11-06,0,2833
10723,TWNAKANG,2014-11-05,0,272
10724,CNZGCDBW,2014-11-05,0,2833
10725,AUBALLAR,2014-11-05,0,336
10726,TWNAKANG,2014-11-04,0,272
10727,AUBALLAR,2014-11-04,0,336
10728,CNZGCDBW,2014-11-04,0,2833
10729,TWNAKANG,2014-11-03,0,272
10730,CNZGCDBW,2014-11-03,0,2833
10731,AUBALLAR,2014-11-03,0,336
10732,CNZGCDBW,2014-10-31,0,2833
10733,TWNAKANG,2014-10-31,0,272
10734,AUBALLAR,2014-10-31,0,336
10735,CNZGCDBW,2014-10-30,0,2833
10736,TWNAKANG,2014-10-30,0,272
10737,AUBALLAR,2014-10-30,0,336
10738,TWNAKANG,2014-10-29,0,272
10739,CNZGCDBW,2014-10-29,0,2833
10740,AUBALLAR,2014-10-29,0,336
10741,AUBALLAR,2014-10-28,0,336
10742,TWNAKANG,2014-10-28,0,272
10743,CNZGCDBW,2014-10-28,0,2833
10744,CNZGCDBW,2014-10-27,0,2833
10745,TWNAKANG,2014-10-27,0,272
10746,AUBALLAR,2014-10-27,0,336
10747,CNZGCDBW,2014-10-24,0,2833
10748,TWNAKANG,2014-10-24,0,272
10749,AUBALLAR,2014-10-24,0,336
10750,AUBALLAR,2014-10-23,0,336
10751,TWNAKANG,2014-10-23,0,272
10752,CNZGCDBW,2014-10-23,0,2833
10753,AUBALLAR,2014-10-22,0,336
10754,CNZGCDBW,2014-10-22,0,2833
10755,TWNAKANG,2014-10-22,0,272
10756,CNZGCDBW,2014-10-21,0,2833
10757,AUBALLAR,2014-10-21,0,336
10758,TWNAKANG,2014-10-21,0,272
10759,AUBALLAR,2014-10-20,0,336
10760,TWNAKANG,2014-10-20,0,272
10761,CNZGCDBW,2014-10-20,0,2833
10762,TWNAKANG,2014-10-17,0,272
10763,CNZGCDBW,2014-10-17,0,2833
10764,AUBALLAR,2014-10-17,0,336
10765,AUBALLAR,2014-10-16,0,336
10766,TWNAKANG,2014-10-16,0,272
10767,CNZGCDBW,2014-10-16,0,2833
10768,CNZGCDBW,2014-10-15,0,2833
10769,TWNAKANG,2014-10-15,0,272
10770,AUBALLAR,2014-10-15,0,336
10771,AUBALLAR,2014-10-14,0,336
10772,TWNAKANG,2014-10-14,0,272
10773,CNZGCDBW,2014-10-14,0,2833
10774,CNZGCDBW,2014-10-13,0,2833
10775,TWNAKANG,2014-10-13,0,272
10776,AUBALLAR,2014-10-13,0,336
10777,CNZGCDBW,2014-10-10,0,2833
10778,TWNAKANG,2014-10-10,0,272
10779,AUBALLAR,2014-10-10,0,336
10780,AUBALLAR,2014-10-09,0,336
10781,CNZGCDBW,2014-10-09,0,2833
10782,TWNAKANG,2014-10-09,0,272
10783,TWNAKANG,2014-10-08,0,272
10784,AUBALLAR,2014-10-08,0,336
10785,CNZGCDBW,2014-10-08,0,2833
10786,TWNAKANG,2014-10-07,0,272
10787,AUBALLAR,2014-10-07,0,336
10788,CNZGCDBW,2014-10-07,0,2833
10789,AUBALLAR,2014-10-06,0,336
10790,TWNAKANG,2014-10-06,0,272
10791,CNZGCDBW,2014-10-06,0,2833
10792,TWNAKANG,2014-10-03,0,272
10793,AUBALLAR,2014-10-03,0,336
10794,CNZGCDBW,2014-10-03,0,2833
10795,CNZGCDBW,2014-10-02,0,2833
10796,TWNAKANG,2014-10-02,0,272
10797,AUBALLAR,2014-10-02,0,336
10798,TWNAKANG,2014-10-01,0,272
10799,AUBALLAR,2014-10-01,0,336
10800,CNZGCDBW,2014-10-01,0,2833
10801,AUBALLAR,2014-09-30,0,336
10802,CNZGCDBW,2014-09-30,0,2833
10803,TWNAKANG,2014-09-30,0,272
10804,TWNAKANG,2014-09-29,0,272
10805,AUBALLAR,2014-09-29,0,336
10806,CNZGCDBW,2014-09-29,0,2833
10807,CNZGCDBW,2014-09-26,0,2833
10808,TWNAKANG,2014-09-26,0,272
10809,AUBALLAR,2014-09-26,0,336
10810,CNZGCDBW,2014-09-25,0,2833
10811,TWNAKANG,2014-09-25,0,272
10812,AUBALLAR,2014-09-25,0,336
10813,AUBALLAR,2014-09-24,0,336
10814,TWNAKANG,2014-09-24,0,272
10815,CNZGCDBW,2014-09-24,0,2833
10816,AUBALLAR,2014-09-23,0,336
10817,CNZGCDBW,2014-09-23,0,2833
10818,TWNAKANG,2014-09-23,0,272
10819,CNZGCDBW,2014-09-22,0,2833
10820,AUBALLAR,2014-09-22,0,336
10821,TWNAKANG,2014-09-22,0,272
10822,CNZGCDBW,2014-09-19,0,2833
10823,TWNAKANG,2014-09-19,0,272
10824,AUBALLAR,2014-09-19,0,336
10825,TWNAKANG,2014-09-18,0,272
10826,AUBALLAR,2014-09-18,0,336
10827,CNZGCDBW,2014-09-18,0,2833
10828,CNZGCDBW,2014-09-17,0,2833
10829,TWNAKANG,2014-09-17,0,272
10830,AUBALLAR,2014-09-17,0,336
10831,AUBALLAR,2014-09-16,0,336
10832,CNZGCDBW,2014-09-16,0,2833
10833,TWNAKANG,2014-09-16,0,272
10834,AUBALLAR,2014-09-15,0,336
10835,CNZGCDBW,2014-09-15,0,2833
10836,TWNAKANG,2014-09-15,0,272
10837,AUBALLAR,2014-09-12,0,336
10838,CNZGCDBW,2014-09-12,0,2833
10839,TWNAKANG,2014-09-12,0,272
10840,TWNAKANG,2014-09-11,0,272
10841,AUBALLAR,2014-09-11,0,336
10842,CNZGCDBW,2014-09-11,0,2833
10843,AUBALLAR,2014-09-10,0,336
10844,TWNAKANG,2014-09-10,0,272
10845,CNZGCDBW,2014-09-10,0,2833
10846,TWNAKANG,2014-09-09,0,272
10847,CNZGCDBW,2014-09-09,0,2833
10848,AUBALLAR,2014-09-09,0,336
10849,AUBALLAR,2014-09-08,0,336
10850,TWNAKANG,2014-09-08,0,272
10851,CNZGCDBW,2014-09-08,0,2833
10852,TWNAKANG,2014-09-05,0,272
10853,CNZGCDBW,2014-09-05,0,2833
10854,AUBALLAR,2014-09-05,0,336
10855,AUBALLAR,2014-09-04,0,336
10856,TWNAKANG,2014-09-04,0,272
10857,CNZGCDBW,2014-09-04,0,2833
10858,CNZGCDBW,2014-09-03,0,2833
10859,AUBALLAR,2014-09-03,0,336
10860,TWNAKANG,2014-09-03,0,272
10861,AUBALLAR,2014-09-02,0,336
10862,TWNAKANG,2014-09-02,0,272
10863,CNZGCDBW,2014-09-02,0,2833
10864,TWNAKANG,2014-09-01,0,272
10865,AUBALLAR,2014-09-01,0,336
10866,CNZGCDBW,2014-09-01,0,2833
10867,TWNAKANG,2014-08-29,0,272
10868,AUBALLAR,2014-08-29,0,336
10869,CNZGCDBW,2014-08-29,0,2833
10870,AUBALLAR,2014-08-28,0,336
10871,CNZGCDBW,2014-08-28,0,2833
10872,TWNAKANG,2014-08-28,0,272
10873,CNZGCDBW,2014-08-27,0,2833
10874,TWNAKANG,2014-08-27,0,272
10875,AUBALLAR,2014-08-27,0,336
10876,TWNAKANG,2014-08-26,0,272
10877,AUBALLAR,2014-08-26,0,336
10878,CNZGCDBW,2014-08-26,0,2833
10879,CNZGCDBW,2014-08-25,0,2833
10880,TWNAKANG,2014-08-25,0,272
10881,AUBALLAR,2014-08-25,0,336
10882,AUBALLAR,2014-08-22,0,336
10883,TWNAKANG,2014-08-22,0,272
10884,CNZGCDBW,2014-08-22,0,2833
10885,AUBALLAR,2014-08-21,0,336
10886,CNZGCDBW,2014-08-21,0,2833
10887,TWNAKANG,2014-08-21,0,272
10888,CNZGCDBW,2014-08-20,0,2833
10889,TWNAKANG,2014-08-20,0,272
10890,AUBALLAR,2014-08-20,0,336
10891,AUBALLAR,2014-08-19,0,336
10892,TWNAKANG,2014-08-19,0,272
10893,CNZGCDBW,2014-08-19,0,2833
10894,CNZGCDBW,2014-08-18,0,2833
10895,AUBALLAR,2014-08-18,0,336
10896,TWNAKANG,2014-08-18,0,272
10897,CNZGCDBW,2014-08-15,0,2833
10898,AUBALLAR,2014-08-15,0,336
10899,TWNAKANG,2014-08-15,0,272
10900,AUBALLAR,2014-08-14,0,336
10901,CNZGCDBW,2014-08-14,0,2833
10902,TWNAKANG,2014-08-14,0,272
10903,CNZGCDBW,2014-08-13,0,2833
10904,TWNAKANG,2014-08-13,0,272
10905,AUBALLAR,2014-08-13,0,336
10906,CNZGCDBW,2014-08-12,0,2833
10907,TWNAKANG,2014-08-12,0,272
10908,AUBALLAR,2014-08-12,0,336
10909,CNZGCDBW,2014-08-11,0,2833
10910,AUBALLAR,2014-08-11,0,336
10911,TWNAKANG,2014-08-11,0,272
10912,TWNAKANG,2014-08-08,0,272
10913,CNZGCDBW,2014-08-08,0,2833
10914,AUBALLAR,2014-08-08,0,336
10915,CNZGCDBW,2014-08-07,0,2833
10916,TWNAKANG,2014-08-07,0,272
10917,AUBALLAR,2014-08-07,0,336
10918,AUBALLAR,2014-08-06,0,336
10919,TWNAKANG,2014-08-06,0,272
10920,CNZGCDBW,2014-08-06,0,2833
10921,CNZGCDBW,2014-08-05,0,2833
10922,AUBALLAR,2014-08-05,0,336
10923,TWNAKANG,2014-08-05,0,272
10924,TWNAKANG,2014-08-04,0,272
10925,CNZGCDBW,2014-08-04,0,2833
10926,AUBALLAR,2014-08-04,0,336
10927,AUBALLAR,2014-08-01,0,336
10928,CNZGCDBW,2014-08-01,0,2833
10929,TWNAKANG,2014-08-01,0,272
10930,CNZGCDBW,2014-07-31,0,2833
10931,AUBALLAR,2014-07-31,0,336
10932,TWNAKANG,2014-07-31,0,272
10933,TWNAKANG,2014-07-30,0,272
10934,AUBALLAR,2014-07-30,0,336
10935,CNZGCDBW,2014-07-30,0,2833
10936,CNZGCDBW,2014-07-29,0,2833
10937,AUBALLAR,2014-07-29,0,336
10938,TWNAKANG,2014-07-29,0,272
10939,CNZGCDBW,2014-07-28,0,2833
10940,TWNAKANG,2014-07-28,0,272
10941,AUBALLAR,2014-07-28,0,336
10942,TWNAKANG,2014-07-25,0,272
10943,AUBALLAR,2014-07-25,0,336
10944,CNZGCDBW,2014-07-25,0,2833
10945,CNZGCDBW,2014-07-24,0,2833
10946,AUBALLAR,2014-07-24,0,336
10947,TWNAKANG,2014-07-24,0,272
10948,TWNAKANG,2014-07-23,0,272
10949,AUBALLAR,2014-07-23,0,336
10950,CNZGCDBW,2014-07-23,0,2833
10951,AUBALLAR,2014-07-22,0,336
10952,CNZGCDBW,2014-07-22,0,2833
10953,TWNAKANG,2014-07-22,0,272
10954,TWNAKANG,2014-07-21,0,272
10955,CNZGCDBW,2014-07-21,0,2833
10956,AUBALLAR,2014-07-21,0,336
10957,AUBALLAR,2014-07-18,0,336
10958,TWNAKANG,2014-07-18,0,272
10959,CNZGCDBW,2014-07-18,0,2833
10960,CNZGCDBW,2014-07-17,0,2833
10961,AUBALLAR,2014-07-17,0,336
10962,TWNAKANG,2014-07-17,0,272
10963,CNZGCDBW,2014-07-16,0,2833
10964,AUBALLAR,2014-07-16,0,336
10965,TWNAKANG,2014-07-16,0,272
10966,CNZGCDBW,2014-07-15,0,2833
10967,AUBALLAR,2014-07-15,0,336
10968,TWNAKANG,2014-07-15,0,272
10969,TWNAKANG,2014-07-14,0,272
10970,CNZGCDBW,2014-07-14,0,2833
10971,AUBALLAR,2014-07-14,0,336
10972,TWNAKANG,2014-07-11,0,272
10973,CNZGCDBW,2014-07-11,0,2833
10974,AUBALLAR,2014-07-11,0,336
10975,AUBALLAR,2014-07-10,0,336
10976,CNZGCDBW,2014-07-10,0,2833
10977,TWNAKANG,2014-07-10,0,272
10978,CNZGCDBW,2014-07-09,0,2833
10979,TWNAKANG,2014-07-09,0,272
10980,AUBALLAR,2014-07-09,0,336
10981,AUBALLAR,2014-07-08,0,336
10982,TWNAKANG,2014-07-08,0,272
10983,CNZGCDBW,2014-07-08,0,2833
10984,AUBALLAR,2014-07-07,0,336
10985,CNZGCDBW,2014-07-07,0,2833
10986,TWNAKANG,2014-07-07,0,272
10987,CNZGCDBW,2014-07-04,0,2833
10988,TWNAKANG,2014-07-04,0,272
10989,AUBALLAR,2014-07-04,0,336
10990,TWNAKANG,2014-07-03,0,272
10991,CNZGCDBW,2014-07-03,0,2833
10992,AUBALLAR,2014-07-03,0,336
10993,CNZGCDBW,2014-07-02,0,2833
10994,AUBALLAR,2014-07-02,0,336
10995,TWNAKANG,2014-07-02,0,272
10996,CNZGCDBW,2014-07-01,0,2833
10997,AUBALLAR,2014-07-01,0,336
10998,TWNAKANG,2014-07-01,0,272
10999,AUBALLAR,2014-06-30,0,336
11000,CNZGCDBW,2014-06-30,0,2833
11001,TWNAKANG,2014-06-30,0,272
11002,AUBALLAR,2014-06-27,0,336
11003,CNZGCDBW,2014-06-27,0,2833
11004,TWNAKANG,2014-06-27,0,272
11005,AUBALLAR,2014-06-26,0,336
11006,CNZGCDBW,2014-06-26,0,2833
11007,TWNAKANG,2014-06-26,0,272
11008,CNZGCDBW,2014-06-25,0,2833
11009,TWNAKANG,2014-06-25,0,272
11010,AUBALLAR,2014-06-25,0,336
11011,TWNAKANG,2014-06-24,0,272
11012,CNZGCDBW,2014-06-24,0,2833
11013,AUBALLAR,2014-06-24,0,336
11014,TWNAKANG,2014-06-23,0,272
11015,CNZGCDBW,2014-06-23,0,2833
11016,AUBALLAR,2014-06-23,0,336
11017,TWNAKANG,2014-06-20,0,272
11018,AUBALLAR,2014-06-20,0,336
11019,CNZGCDBW,2014-06-20,0,2833
11020,CNZGCDBW,2014-06-19,0,2833
11021,TWNAKANG,2014-06-19,0,272
11022,AUBALLAR,2014-06-19,0,336
11023,TWNAKANG,2014-06-18,0,272
11024,AUBALLAR,2014-06-18,0,336
11025,CNZGCDBW,2014-06-18,0,2833
11026,AUBALLAR,2014-06-17,0,336
11027,TWNAKANG,2014-06-17,0,272
11028,CNZGCDBW,2014-06-17,0,2833
11029,CNZGCDBW,2014-06-16,0,2833
11030,AUBALLAR,2014-06-16,0,336
11031,TWNAKANG,2014-06-16,0,272
11032,AUBALLAR,2014-06-13,0,336
11033,TWNAKANG,2014-06-13,0,272
11034,CNZGCDBW,2014-06-13,0,2833
11035,AUBALLAR,2014-06-12,0,336
11036,TWNAKANG,2014-06-12,0,272
11037,CNZGCDBW,2014-06-12,0,2833
11038,TWNAKANG,2014-06-11,0,272
11039,AUBALLAR,2014-06-11,0,336
11040,CNZGCDBW,2014-06-11,0,2833
11041,CNZGCDBW,2014-06-10,0,2833
11042,TWNAKANG,2014-06-10,0,272
11043,AUBALLAR,2014-06-10,0,336
11044,AUBALLAR,2014-06-09,0,336
11045,TWNAKANG,2014-06-09,0,272
11046,CNZGCDBW,2014-06-09,0,2833
11047,TWNAKANG,2014-06-06,0,272
11048,CNZGCDBW,2014-06-06,0,2833
11049,AUBALLAR,2014-06-06,0,336
11050,CNZGCDBW,2014-06-05,0,2833
11051,AUBALLAR,2014-06-05,0,336
11052,TWNAKANG,2014-06-05,0,272
11053,AUBALLAR,2014-06-04,0,336
11054,TWNAKANG,2014-06-04,0,272
11055,CNZGCDBW,2014-06-04,0,2833
11056,AUBALLAR,2014-06-03,0,336
11057,CNZGCDBW,2014-06-03,0,2833
11058,TWNAKANG,2014-06-03,0,272
11059,TWNAKANG,2014-06-02,0,272
11060,AUBALLAR,2014-06-02,0,336
11061,CNZGCDBW,2014-06-02,0,2833
11062,AUBALLAR,2014-05-30,0,336
11063,CNZGCDBW,2014-05-30,0,2833
11064,TWNAKANG,2014-05-30,0,272
11065,TWNAKANG,2014-05-29,0,272
11066,CNZGCDBW,2014-05-29,0,2833
11067,AUBALLAR,2014-05-29,0,336
11068,AUBALLAR,2014-05-28,0,336
11069,CNZGCDBW,2014-05-28,0,2833
11070,TWNAKANG,2014-05-28,0,272
11071,CNZGCDBW,2014-05-27,0,2833
11072,AUBALLAR,2014-05-27,0,336
11073,TWNAKANG,2014-05-27,0,272
11074,TWNAKANG,2014-05-26,0,272
11075,CNZGCDBW,2014-05-26,0,2833
11076,AUBALLAR,2014-05-26,0,336
11077,CNZGCDBW,2014-05-23,0,2833
11078,TWNAKANG,2014-05-23,0,272
11079,AUBALLAR,2014-05-23,0,336
11080,AUBALLAR,2014-05-22,0,336
11081,TWNAKANG,2014-05-22,0,272
11082,CNZGCDBW,2014-05-22,0,2833
11083,AUBALLAR,2014-05-21,0,336
11084,TWNAKANG,2014-05-21,0,272
11085,CNZGCDBW,2014-05-21,0,2833
11086,CNZGCDBW,2014-05-20,0,2833
11087,TWNAKANG,2014-05-20,0,272
11088,AUBALLAR,2014-05-20,0,336
11089,AUBALLAR,2014-05-19,0,336
11090,TWNAKANG,2014-05-19,0,272
11091,CNZGCDBW,2014-05-19,0,2833
11092,AUBALLAR,2014-05-16,0,336
11093,CNZGCDBW,2014-05-16,0,2833
11094,TWNAKANG,2014-05-16,0,272
11095,AUBALLAR,2014-05-15,0,336
11096,TWNAKANG,2014-05-15,0,272
11097,CNZGCDBW,2014-05-15,0,2833
11098,AUBALLAR,2014-05-14,0,336
11099,TWNAKANG,2014-05-14,0,272
11100,CNZGCDBW,2014-05-14,0,2833
11101,AUBALLAR,2014-05-13,0,336
11102,CNZGCDBW,2014-05-13,0,2833
11103,TWNAKANG,2014-05-13,0,272
11104,TWNAKANG,2014-05-12,0,272
11105,CNZGCDBW,2014-05-12,0,2833
11106,AUBALLAR,2014-05-12,0,336
11107,TWNAKANG,2014-05-09,0,272
11108,CNZGCDBW,2014-05-09,0,2833
11109,AUBALLAR,2014-05-09,0,336
11110,AUBALLAR,2014-05-08,0,336
11111,TWNAKANG,2014-05-08,0,272
11112,CNZGCDBW,2014-05-08,0,2833
11113,CNZGCDBW,2014-05-07,0,2833
11114,TWNAKANG,2014-05-07,0,272
11115,AUBALLAR,2014-05-07,0,336
11116,CNZGCDBW,2014-05-06,0,2833
11117,AUBALLAR,2014-05-06,0,336
11118,TWNAKANG,2014-05-06,0,272
11119,TWNAKANG,2014-05-05,0,272
11120,CNZGCDBW,2014-05-05,0,2833
11121,AUBALLAR,2014-05-05,0,336
11122,AUBALLAR,2014-05-02,0,336
11123,CNZGCDBW,2014-05-02,0,2833
11124,TWNAKANG,2014-05-02,0,272
11125,AUBALLAR,2014-05-01,0,336
11126,TWNAKANG,2014-05-01,0,272
11127,CNZGCDBW,2014-05-01,0,2833
11128,AUBALLAR,2014-04-30,0,336
11129,TWNAKANG,2014-04-30,0,272
11130,CNZGCDBW,2014-04-30,0,2833
11131,CNZGCDBW,2014-04-29,0,2833
11132,AUBALLAR,2014-04-29,0,336
11133,TWNAKANG,2014-04-29,0,272
11134,AUBALLAR,2014-04-28,0,336
11135,TWNAKANG,2014-04-28,0,272
11136,CNZGCDBW,2014-04-28,0,2833
11137,AUBALLAR,2014-04-25,0,336
11138,CNZGCDBW,2014-04-25,0,2833
11139,TWNAKANG,2014-04-25,0,272
11140,CNZGCDBW,2014-04-24,0,2833
11141,AUBALLAR,2014-04-24,0,336
11142,TWNAKANG,2014-04-24,0,272
11143,TWNAKANG,2014-04-23,0,272
11144,AUBALLAR,2014-04-23,0,336
11145,CNZGCDBW,2014-04-23,0,2833
11146,CNZGCDBW,2014-04-22,0,2833
11147,TWNAKANG,2014-04-22,0,272
11148,AUBALLAR,2014-04-22,0,336
11149,AUBALLAR,2014-04-21,0,336
11150,CNZGCDBW,2014-04-21,0,2833
11151,TWNAKANG,2014-04-21,0,272
11152,AUBALLAR,2014-04-18,0,336
11153,TWNAKANG,2014-04-18,0,272
11154,CNZGCDBW,2014-04-18,0,2833
11155,CNZGCDBW,2014-04-17,0,2833
11156,TWNAKANG,2014-04-17,0,272
11157,AUBALLAR,2014-04-17,0,336
11158,TWNAKANG,2014-04-16,0,272
11159,CNZGCDBW,2014-04-16,0,2833
11160,AUBALLAR,2014-04-16,0,336
11161,AUBALLAR,2014-04-15,0,336
11162,CNZGCDBW,2014-04-15,0,2833
11163,TWNAKANG,2014-04-15,0,272
11164,CNZGCDBW,2014-04-14,0,2833
11165,AUBALLAR,2014-04-14,0,336
11166,TWNAKANG,2014-04-14,0,272
11167,TWNAKANG,2014-04-11,0,272
11168,CNZGCDBW,2014-04-11,0,2833
11169,AUBALLAR,2014-04-11,0,336
11170,AUBALLAR,2014-04-10,0,336
11171,CNZGCDBW,2014-04-10,0,2833
11172,TWNAKANG,2014-04-10,0,272
11173,AUBALLAR,2014-04-09,0,336
11174,TWNAKANG,2014-04-09,0,272
11175,CNZGCDBW,2014-04-09,0,2833
11176,TWNAKANG,2014-04-08,0,272
11177,CNZGCDBW,2014-04-08,0,2833
11178,AUBALLAR,2014-04-08,0,336
11179,AUBALLAR,2014-04-07,0,336
11180,CNZGCDBW,2014-04-07,0,2833
11181,TWNAKANG,2014-04-07,0,272
11182,AUBALLAR,2014-04-04,0,336
11183,TWNAKANG,2014-04-04,0,272
11184,CNZGCDBW,2014-04-04,0,2833
11185,AUBALLAR,2014-04-03,0,336
11186,CNZGCDBW,2014-04-03,0,2833
11187,TWNAKANG,2014-04-03,0,272
11188,CNZGCDBW,2014-04-02,0,2833
11189,TWNAKANG,2014-04-02,0,272
11190,AUBALLAR,2014-04-02,0,336
11191,AUBALLAR,2014-04-01,0,336
11192,TWNAKANG,2014-04-01,0,272
11193,CNZGCDBW,2014-04-01,0,2833
11194,TWNAKANG,2014-03-31,0,272
11195,AUBALLAR,2014-03-31,0,336
11196,CNZGCDBW,2014-03-31,0,2833
11197,TWNAKANG,2014-03-28,0,272
11198,CNZGCDBW,2014-03-28,0,2833
11199,AUBALLAR,2014-03-28,0,336
11200,TWNAKANG,2014-03-27,0,272
11201,AUBALLAR,2014-03-27,0,336
11202,CNZGCDBW,2014-03-27,0,2833
11203,AUBALLAR,2014-03-26,0,336
11204,CNZGCDBW,2014-03-26,0,2833
11205,TWNAKANG,2014-03-26,0,272
11206,TWNAKANG,2014-03-25,0,272
11207,AUBALLAR,2014-03-25,0,336
11208,CNZGCDBW,2014-03-25,0,2833
11209,AUBALLAR,2014-03-24,0,336
11210,CNZGCDBW,2014-03-24,0,2833
11211,TWNAKANG,2014-03-24,0,272
11212,CNZGCDBW,2014-03-21,0,2833
11213,TWNAKANG,2014-03-21,0,272
11214,AUBALLAR,2014-03-21,0,336
11215,AUBALLAR,2014-03-20,0,336
11216,CNZGCDBW,2014-03-20,0,2833
11217,TWNAKANG,2014-03-20,0,272
11218,CNZGCDBW,2014-03-19,0,2833
11219,TWNAKANG,2014-03-19,0,272
11220,AUBALLAR,2014-03-19,0,336
11221,AUBALLAR,2014-03-18,0,336
11222,TWNAKANG,2014-03-18,0,272
11223,CNZGCDBW,2014-03-18,0,2833
11224,AUBALLAR,2014-03-17,0,336
11225,CNZGCDBW,2014-03-17,0,2833
11226,TWNAKANG,2014-03-17,0,272
11227,CNZGCDBW,2014-03-14,0,2833
11228,AUBALLAR,2014-03-14,0,336
11229,TWNAKANG,2014-03-14,0,272
11230,AUBALLAR,2014-03-13,0,336
11231,TWNAKANG,2014-03-13,0,272
11232,CNZGCDBW,2014-03-13,0,2833
11233,TWNAKANG,2014-03-12,0,272
11234,CNZGCDBW,2014-03-12,0,2833
11235,AUBALLAR,2014-03-12,0,336
11236,AUBALLAR,2014-03-11,0,336
11237,CNZGCDBW,2014-03-11,0,2833
11238,TWNAKANG,2014-03-11,0,272
11239,TWNAKANG,2014-03-10,0,272
11240,CNZGCDBW,2014-03-10,0,2833
11241,AUBALLAR,2014-03-10,0,336
11242,TWNAKANG,2014-03-07,0,272
11243,CNZGCDBW,2014-03-07,0,2833
11244,AUBALLAR,2014-03-07,0,336
11245,AUBALLAR,2014-03-06,0,336
11246,TWNAKANG,2014-03-06,0,272
11247,CNZGCDBW,2014-03-06,0,2833
11248,AUBALLAR,2014-03-05,0,336
11249,CNZGCDBW,2014-03-05,0,2833
11250,TWNAKANG,2014-03-05,0,272
11251,CNZGCDBW,2014-03-04,0,2833
11252,TWNAKANG,2014-03-04,0,272
11253,AUBALLAR,2014-03-04,0,336
11254,AUBALLAR,2014-03-03,0,336
11255,TWNAKANG,2014-03-03,0,272
11256,CNZGCDBW,2014-03-03,0,2833
11257,TWNAKANG,2014-02-28,0,272
11258,CNZGCDBW,2014-02-28,0,2833
11259,AUBALLAR,2014-02-28,0,336
11260,TWNAKANG,2014-02-27,0,272
11261,AUBALLAR,2014-02-27,0,336
11262,CNZGCDBW,2014-02-27,0,2833
11263,TWNAKANG,2014-02-26,0,272
11264,AUBALLAR,2014-02-26,0,336
11265,CNZGCDBW,2014-02-26,0,2833
11266,CNZGCDBW,2014-02-25,0,2833
11267,AUBALLAR,2014-02-25,0,336
11268,TWNAKANG,2014-02-25,0,272
11269,TWNAKANG,2014-02-24,0,272
11270,CNZGCDBW,2014-02-24,0,2833
11271,AUBALLAR,2014-02-24,0,336
11272,AUBALLAR,2014-02-21,0,336
11273,TWNAKANG,2014-02-21,0,272
11274,CNZGCDBW,2014-02-21,0,2833
11275,CNZGCDBW,2014-02-20,0,2833
11276,AUBALLAR,2014-02-20,0,336
11277,AUBALLAR,2014-02-19,0,336
11278,CNZGCDBW,2014-02-19,0,2833
11279,CNZGCDBW,2014-02-18,0,2833
11280,AUBALLAR,2014-02-18,0,336
11281,AUBALLAR,2014-02-17,0,336
11282,CNZGCDBW,2014-02-17,0,2833
11283,CNZGCDBW,2014-02-14,0,2833
11284,AUBALLAR,2014-02-14,0,336
11285,CNZGCDBW,2014-02-13,0,2833
11286,AUBALLAR,2014-02-13,0,336
11287,AUBALLAR,2014-02-12,0,336
11288,CNZGCDBW,2014-02-12,0,2833
11289,AUBALLAR,2014-02-11,0,336
11290,CNZGCDBW,2014-02-11,0,2833
11291,AUBALLAR,2014-02-10,0,336
11292,CNZGCDBW,2014-02-10,0,2833
11293,CNZGCDBW,2014-02-07,0,2833
11294,AUBALLAR,2014-02-07,0,336
11295,AUBALLAR,2014-02-06,0,336
11296,CNZGCDBW,2014-02-06,0,2833
11297,CNZGCDBW,2014-02-05,0,2833
11298,AUBALLAR,2014-02-05,0,336
11299,CNZGCDBW,2014-02-04,0,2833
11300,AUBALLAR,2014-02-04,0,336
11301,CNZGCDBW,2014-02-03,0,2833
11302,AUBALLAR,2014-02-03,0,336
11303,AUBALLAR,2014-01-31,0,336
11304,CNZGCDBW,2014-01-31,0,2833
11305,CNZGCDBW,2014-01-30,0,2833
11306,AUBALLAR,2014-01-30,0,336
11307,CNZGCDBW,2014-01-29,0,2833
11308,AUBALLAR,2014-01-29,0,336
11309,CNZGCDBW,2014-01-28,0,2833
11310,AUBALLAR,2014-01-28,0,336
11311,CNZGCDBW,2014-01-27,0,2833
11312,AUBALLAR,2014-01-27,0,336
11313,CNZGCDBW,2014-01-24,0,2833
11314,AUBALLAR,2014-01-24,0,336
11315,CNZGCDBW,2014-01-23,0,2833
11316,AUBALLAR,2014-01-23,0,336
11317,AUBALLAR,2014-01-22,0,336
11318,CNZGCDBW,2014-01-22,0,2833
11319,CNZGCDBW,2014-01-21,0,2833
11320,AUBALLAR,2014-01-21,0,336
11321,AUBALLAR,2014-01-20,0,336
11322,CNZGCDBW,2014-01-20,0,2833
11323,CNZGCDBW,2014-01-17,0,2833
11324,AUBALLAR,2014-01-17,0,336
11325,CNZGCDBW,2014-01-16,0,2833
11326,AUBALLAR,2014-01-16,0,336
11327,AUBALLAR,2014-01-15,0,336
11328,CNZGCDBW,2014-01-15,0,2833
11329,CNZGCDBW,2014-01-14,0,2833
